villageId,census_eth,census_rlg,census_employ,census_noAgri,census_poverty,census_pop,ocensus_eth,ocensus_edu,ocensus_employ,ocensus_noAgri,ocensus_messagesPer100,ocensus_cluster,ocensus_nCommercial,ocensus_pop,pg_pg,pg_elec,pg_roadtype,pg_nursery,pg_govprim,pg_govhealth,pg_watersource,pg_toilets,pg_lg,pg_savingsgroup,pg_farmersgroup,pg_center,pg_biergarten,pg_market,pg_market_crops,pg_field,pg_dryspace,pg_instruments,pg_bicycle,pg_church,pg_mtn,pg_orange,pg_airtel,elections_turnoutRegistered,elections_turnoutAdultPop,elections_winShare,distArua,distHealth,distSchool,design_ctyMeet,design_diagMeet
51,0.003976166248321533,0.1668306589126587,0.8622047305107117,0.13242009282112122,-0.1506982445716858,233,0,0.40566039085388184,0.3016759753227234,0.06557376682758331,1.1111111640930176,OMBINDRIONDRIA,0,180,-0.3527856469154358,0,1,0,0,0,1,0,-0.32053104043006897,1,2,0,0,0,0,0,2,1,2,0,1,1,1,0.31474417448043823,0.26960644125938416,0.6863203664173532,9426.2796653,280.466299681,1027.96571513,0,0
43,0.006354272365570068,0.11438602209091187,0.6423841118812561,0.2525773048400879,-0.1060047298669815,272,0.004987478256225586,0.49189189076423645,0.190476194024086,0.75,30.128204345703125,OJE,0,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12483.7912697,0,820.9545235,1,1
23,0.018726050853729248,0.34308290481567383,0.6557971239089966,0.07182320207357407,-0.29224878549575806,261,0.007325887680053711,0.5300546288490295,0.4810126721858978,0.027027027681469917,7.317073345184326,GBULUKUATUANI,0,164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33072.2455479,0,4984.63565944,1,1
49,0.00588226318359375,0.20814305543899536,0.9482758641242981,0.1515151560306549,-0.12747853994369507,166,0,0.525547444820404,0.4649122953414917,0.12857143580913544,19.827587127685547,OMBINDRIONDRIA,0,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8284.12371925,891.072107434,852.796395903,1,0
8,0.026635468006134033,0.5105476379394531,0.8999999761581421,0.2995169162750244,0.06668900698423386,215,0,0.3469387888908386,0.009259259328246117,1,3.846153736114502,AROI,0,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9280.47973593,293.452141877,1210.92455336,0,0
85,0,0,0.9363057613372803,0.08843537420034409,0.08957482129335403,147,0.03455764055252075,0.522988498210907,0.04878048598766327,0.4444444477558136,38.36478042602539,YINGA,1,159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45173.8364534,0,1777.18931091,1,0
26,0.0084743499755859375,0.0084743499755859375,0.5538461804389954,0.0416666679084301,-0.22379054129123688,120,0.42914921045303345,0.48076921701431274,0.2559852600097656,0.11555555462837219,2.7484142780303955,IMVEPI,0,473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45145.7392033,846.849187733,1039.11737118,1,0
62,0.04291445016860962,0.2938501834869385,0.936923086643219,0.2773497700691223,-0.3693879246711731,612,0.021212339401245117,0.43968871235847473,0.5202020406723022,0.09890110045671463,20.089284896850586,OYIMA,2,224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43569.6794828,0,1189.00934622,1,1
18,0.28867751359939575,0.27343904972076416,0.8991031646728516,0.9276807904243469,0.21917404234409332,415,0.31741487979888916,0.4983498454093933,0.643478274345398,0.6612903475761414,28.937728881835937,EDIOFE,0,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2704.08000902,470.455396304,1108.32178571,1,0
65,0.010761857032775879,0.3246387839317322,0.8070588111877441,0.3644315004348755,-0.04313647374510765,395,0.3896016478538513,0.5791583061218262,0.18398268520832062,0.0827067643404007,13.429256439208984,SIRIPI,1,417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41893.5512177,3922.90037119,2799.42339935,1,0
57,0.027069926261901855,0.10148292779922485,0.99303138256073,0.08421052992343903,0.1161198765039444,262,0.0040321946144104,0.35545024275779724,0.1034482792019844,0.25925925374031067,24.352331161499023,OTUMBARI,1,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20944.1164027,649.173052599,765.728778344,1,0
86,0.0026075243949890137,0.10856980085372925,0.9342105388641357,0.08732394129037857,-0.19529205560684204,344,0.5217920541763306,0.526770293712616,0.2541436553001404,0.10778442770242691,2.4439918994903564,YINGA,0,491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49343.1109673,2495.56390845,3816.67794365,1,1
84,0.14887768030166626,0.40896499156951904,0.8468677401542664,0.8767123222351074,0.21130888164043427,394,0.11819934844970703,0.4048338234424591,0.3992537260055542,0.35185185074806213,8.333333015441895,VURRA,0,288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14195.2718628,1216.91046857,696.291667821,0,0
17,0.3813146948814392,0.4489316940307617,0.8992612361907959,0.9663928151130676,0.5612703561782837,1345,0.08130234479904175,0.5948827266693115,0.6424580812454224,0.7837837934494019,30.389610290527344,EDIOFE,0,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1198.63030945,281.478736819,450.882080284,1,0
46,0.0070858001708984375,0.29046374559402466,0.8754717111587524,0.2068965584039688,-0.451734721660614,242,0,0.6076555252075195,0.04444444552063942,1,10.160428047180176,OJE,0,187,-0.07614398747682571,0,1,0,1,0,1,0,-0.6151806116104126,0,2,0,0,0,0,0,0,0,0,1,1,1,1,0.20273907482624054,0.19068023562431335,0.8586703460036045,13747.8663444,1330.66916144,31.450222628,1,0
12,0.16816973686218262,0.34550541639328003,0.9711538553237915,0.09900990128517151,0.028410641476511955,101,0.8452728986740112,0.5267175436019897,0.4467253088951111,0.9387308359146118,1.5906680822372437,BONDO,0,943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25107.6622014,1245.6011891,1204.19812205,0,0
45,0.01709270477294922,0.1420101523399353,0.49677419662475586,0.10389610379934311,-0.297498881816864,148,0.018139779567718506,0.4821428656578064,0.2358490526676178,0.03703703731298447,13.13131332397461,OJE,0,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10894.4258225,301.515608376,569.14227664,1,0
70,0,0.4909336566925049,0.9327354431152344,0.12980769574642181,0.04577761888504028,203,0.014924466609954834,0.4467005133628845,0.45026177167892456,0.7222222089767456,24.13793182373047,ST. FRANCIS,0,174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16960.6066601,1712.02797167,917.277138317,1,0
77,0,0.26471126079559326,0.7508772015571594,0.11214952915906906,-0.1311904937028885,258,0,0.27751195430755615,0.4802631437778473,0,29.834253311157227,TUKU,0,181,-1.2801234722137451,0,1,0,0,1,4,0,0.3257713317871094,3,0,0,1,0,0,1,3,0,1,1,1,1,1,0.45729729533195496,0.3758608102798462,0.46916806594332217,15550.413322,0,1073.29286189,1,1
16,0.247667133808136,0.4313015341758728,0.9466666579246521,0.9530516266822815,0.8531268835067749,196,0.43227505683898926,0.7464115023612976,0.6582278609275818,0.9212598204612732,14.792899131774902,EDIOFE,0,169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1879.98453405,0,254.430790298,1,1
66,0.06996190547943115,0.06413543224334717,0.9137380123138428,0.0559440553188324,-0.3839540183544159,285,0.017390012741088867,0.6172839403152466,0.025974025949835777,0.25,3.5460991859436035,SIRIPI,0,141,0.35458630323410034,0,0,0,1,0,0,0,-0.40350988507270813,2,1,0,0,0,0,0,0,0,0,1,1,1,1,0.17408347129821777,0.09955572336912155,0.6714466174878595,40400.6737169,3691.89428444,693.386800264,0,0
22,0.005076110363006592,0.4086267948150635,0.4920634925365448,0.2688172161579132,-0.4862010180950165,173,0,0.4888888895511627,0.46399998664855957,0.0260869562625885,11.11111068725586,GBULUKUATUANI,0,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36154.1977972,2758.23873337,1426.83789762,1,0
53,0.004839658737182617,0.15406131744384766,0.8655256628990173,0.04237288236618042,-4.571342433337122e-4,367,0.003081679344177246,0.4422442317008972,0.47154471278190613,0.3379310369491577,25.855512619018555,OPIA,0,263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20325.539041,1785.68797847,511.812899818,0,0
56,0,0.14518588781356812,0.9859943985939026,0.16477273404598236,-0.2846139073371887,336,0,0.4000000059604645,0.02575107291340828,0.8571428656578064,27.675275802612305,OTUMBARI,0,271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21041.1019323,455.363821662,1754.00678625,1,0
78,0,0.2809561491012573,0.8678678870201111,0.08996539562940598,0.11705831438302994,311,0,0.4019138813018799,0.10659898817539215,0.9047619104385376,28.88888931274414,TUKU,0,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16445.1013881,1049.46021091,984.865172166,1,0
39,0,0.16656291484832764,0.9352818131446838,0.0424107126891613,-0.27997517585754395,449,0,0.5847952961921692,0.3475409746170044,0.14173229038715363,33.22981262207031,ODRAKA,0,322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31000.1490187,0,831.099644405,1,1
31,0,0.16776025295257568,0.9146919250488281,0.05699481815099716,-0.21556244790554047,195,0.010062694549560547,0.44392523169517517,0.04848484694957733,1,27.37430191040039,ITIA,0,179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18085.543206,334.376996292,302.338596277,0,0
52,0.047006964683532715,0.033147573471069336,0.8393782377243042,0.08641975373029709,-0.2972738742828369,180,0.05690246820449829,0.4285714328289032,0.17741934955120087,0.47999998927116394,16.541353225708008,OMBINDRIONDRIA,0,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9034.09502017,461.641920905,1574.05296138,0,0
64,0.005167901515960693,0.23163044452667236,1,0.05050504952669144,-0.1718904823064804,183,0.34801650047302246,0.4680050313472748,0.23736600577831268,0.21008403599262238,5.900151252746582,SIRIPI,0,661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56329.6302343,1573.49567156,5501.16218834,1,0
9,0.009884476661682129,0.48711133003234863,0.7774086594581604,0.17094017565250397,-0.005684950854629278,274,0.004166722297668457,0.38056680560112,0.17258882522583008,0.9117646813392639,0.4716981053352356,AROI,0,212,-0.07614398747682571,0,1,0,1,0,1,0,-0.45575740933418274,0,1,0,0,0,0,0,2,0,0,1,1,1,1,0.13280035555362701,0.11789866536855698,0.8829571061893485,10814.7026188,1204.51140012,351.316094398,1,0
54,0.025636732578277588,0.38844555616378784,0.763239860534668,0.4734693765640259,0.17697128653526306,296,0.013128578662872314,0.3649289011955261,0.4126984179019928,0.16470588743686676,7.734806537628174,OPIA,0,181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23195.5348841,0,1864.88769587,1,1
4,0.004683792591094971,0.4666292071342468,0.843478262424469,0.13917525112628937,-0.14050760865211487,207,0.13217341899871826,0.37974682450294495,0.3888888955116272,0.010101010091602802,11.940298080444336,ANYIRIBU,0,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57084.2013334,2024.58333643,4500.97851488,1,0
58,0,0.02998518943786621,0.9274448156356812,0.3571428656578064,-0.23963949084281921,289,0,0.39698493480682373,0.017543859779834747,0.75,0,OTUMBARI,1,171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24553.3521747,1961.25176546,2258.79198028,0,0
19,0.12334811687469482,0.34863120317459106,0.6350975036621094,0.8574561476707458,0.4495733678340912,638,0.2440890669822693,0.4365781843662262,0.40890687704086304,0.9215686321258545,20.462045669555664,EDIOFE,0,303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2224.58219145,430.502241575,875.134229207,1,0
14,0.02202373743057251,0.4940054416656494,1,0.031963471323251724,-0.08809198439121246,198,0,0.2562499940395355,0.014492753893136978,0.5,44.755245208740234,BONDO,0,143,-0.29163962602615356,1,1,0,0,0,3,0,-0.2590830624103546,0,0,0,0,0,0,0,2,0,2,1,1,1,1,0.24860519170761108,0.2530052959918976,0.6832244270664285,21469.2850582,1813.9969054,675.916317352,1,0
44,0.03470110893249512,0.04298996925354004,0.6018518805503845,0.4615384638309479,-0.5416107177734375,198,0.01660454273223877,0.4152046740055084,0.06666667014360428,0.25,12.101910591125488,OJE,0,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12193.4942358,539.119868657,993.886905604,1,0
25,0,0.17268973588943481,1,0.02994011901319027,-0.12697511911392212,153,0,0.6774193644523621,0.09333333373069763,0,0.7194244861602783,IMVEPI,0,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49763.8423516,671.178913125,2472.90247169,1,0
79,0.00825798511505127,0.30823999643325806,0.6816239356994629,0.17868338525295258,-0.09446891397237778,443,0.009129762649536133,0.4279569983482361,0.384269654750824,0.5534350872039795,25.944583892822266,TUKU,1,397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14636.5385466,458.843321336,1368.54161623,1,0
28,0.0040160417556762695,0.46982091665267944,0.8515625,0.44954127073287964,0.15132111310958862,238,0.0207366943359375,0.4556961953639984,0.45652174949645996,0.13265305757522583,19.4312801361084,ITIA,0,211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18361.4969107,1896.70148935,249.379896317,1,0
68,0.0028818845748901367,0.1559441089630127,0.9268292784690857,0.43421053886413574,-0.06126657500863075,295,0,0.4333333373069763,0.03614457696676254,1,32.96089553833008,ST. FRANCIS,1,179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16207.5554773,1657.40111757,51.0745980552,1,0
21,0.10302037000656128,0.544021487236023,0.8725868463516235,0.43805310130119324,-0.22687439620494843,234,0.15605151653289795,0.246478870511055,0.4878048896789551,0.016260161995887756,16.793893814086914,GBULUKUATUANI,0,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35317.7272497,774.820345438,1759.32448547,0,0
61,0.01070934534072876,0.12604057788848877,0.9902912378311157,0.3186274468898773,-0.0976606160402298,186,0,0.3008849620819092,0.45821326971054077,0.08479531854391098,2.7431421279907227,OYIMA,0,401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47699.34353635,2386.747395159,2254.4874169,0,0
32,0.04903644323348999,0.4458093047142029,1,0.006666666828095913,0.01949268765747547,138,0.0330924391746521,0.41868510842323303,0.3840000033378601,0,0,LOGIRI,0,255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31465.7540616,2076.3837785,1174.25765896,1,0
30,0.004661977291107178,0.3303672671318054,0.9906103014945984,0.3364928960800171,-0.21609361469745636,206,0,0.2525252401828766,0.4000000059604645,0.0470588244497776,6.629834175109863,ITIA,0,181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16956.5907621,1142.86631231,910.05276846,1,0
10,0.010145723819732666,0.36648666858673096,0.7089946866035461,0.4216417968273163,0.1745550036430359,351,0.003164529800415039,0.40186914801597595,0.05956112965941429,0.8947368264198303,2.1505377292633057,AROI,2,279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9601.36993902,499.509817074,667.835230935,0,0
63,NA,NA,NA,NA,NA,NA,0.09310966730117798,0.3717948794364929,0.45588234066963196,0.01587301678955555,2.985074520111084,OYIMA,0,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43920.236801,1509.80715399,3058.51161578,0,0
